Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
1453610596,00000122,false,Rx,0,8,D3,23,00,CA,1C,E2,0B,CF,
1453610841,00000110,false,Rx,0,8,00,00,00,7B,01,05,05,7A,
1453611072,00000300,false,Rx,0,8,00,00,0D,8C,00,66,00,00,
1453611370,00000308,false,Rx,0,8,00,12,00,00,00,00,82,00,
1453611571,00000316,false,Rx,0,8,13,AD,01,2B,53,00,00,00,
1453611806,00000320,false,Rx,0,8,20,00,00,00,F0,00,82,00,
1453612048,00000342,false,Rx,0,8,03,C2,99,99,7C,00,03,90,
1453612299,00000516,false,Rx,0,8,00,00,00,00,00,00,00,00,
1453618811,00000010,false,Rx,0,8,00,FF,61,30,00,00,03,AD,
1453619022,00000231,false,Rx,0,8,00,01,00,00,00,00,0C,0D,
1453619269,00000517,false,Rx,0,8,00,00,00,00,00,00,00,00,
1453620127,00000102,false,Rx,0,8,00,00,19,54,56,CD,0A,DC,
1453620369,00000103,false,Rx,0,8,02,00,02,00,00,00,0A,0A,
1453620607,00000122,false,Rx,0,8,D3,23,00,CA,1C,E2,0C,C8,
1453624860,00000400,false,Rx,0,8,00,0B,58,F0,00,01,0D,AF,
1453625097,00000408,false,Rx,0,8,00,41,33,0A,FF,FF,0D,75,
1453625370,00000410,false,Rx,0,8,43,00,00,00,00,FF,0D,B1,
1453625646,00000411,false,Rx,0,8,32,60,00,00,00,00,00,00,
1453625922,00000022,false,Rx,0,8,FF,FF,FF,FF,00,00,0D,0D,
1453629806,00000010,false,Rx,0,8,00,FF,61,30,00,00,04,AA,
1453630022,00000231,false,Rx,0,8,00,01,00,00,00,00,0D,0C,
1453630269,00000012,false,Rx,0,8,99,99,32,00,00,00,0A,38,
1453630494,00000102,false,Rx,0,8,00,00,19,54,56,CD,0B,DD,
1453630743,00000103,false,Rx,0,8,02,00,02,00,00,00,0B,0B,
1453630972,00000122,false,Rx,0,8,D3,23,00,CA,1C,E2,0D,C9,
1453631198,00000110,false,Rx,0,8,00,00,00,7B,01,05,06,79,
1453631444,00000300,false,Rx,0,8,00,00,0D,8C,00,66,00,00,
1453631695,00000308,false,Rx,0,8,00,12,00,00,00,00,82,00,
1453631947,00000316,false,Rx,0,8,13,AD,01,2B,53,00,00,00,
1453632171,00000320,false,Rx,0,8,20,00,00,00,F0,00,82,00,
1453632419,00000342,false,Rx,0,8,03,C2,99,99,7C,00,03,90,
1453632645,00000516,false,Rx,0,8,00,00,00,00,00,00,00,00,
1453632928,00000517,false,Rx,0,8,01,00,00,00,00,00,00,00,
1453633872,00000332,false,Rx,0,8,01,00,00,00,00,00,05,04,
1453634073,00000530,false,Rx,0,8,FF,FF,70,4B,64,04,49,00,
1453640139,00000102,false,Rx,0,8,00,00,19,54,56,CD,0C,DA,
1453640371,00000103,false,Rx,0,8,02,00,02,00,00,00,0C,0C,
1453640595,00000122,false,Rx,0,8,D3,23,00,CA,1C,E2,0E,CA,
1453640822,00000010,false,Rx,0,8,00,FF,61,30,00,00,05,AB,
1453641081,00000231,false,Rx,0,8,00,01,00,00,00,00,0E,0F,
1453641370,00000517,false,Rx,0,8,01,00,00,00,00,00,00,00,
1453645853,00000400,false,Rx,0,8,00,0B,58,F0,00,01,0E,AC,
1453646098,00000408,false,Rx,0,8,00,41,33,0A,FF,FF,0E,76,
1453646370,00000410,false,Rx,0,8,43,00,00,00,00,FF,0E,B2,
1453646646,00000411,false,Rx,0,8,32,60,00,00,00,00,00,00,
1453646923,00000022,false,Rx,0,8,FF,FF,FF,FF,00,00,0E,0E,
1453650146,00000102,false,Rx,0,8,00,00,19,54,56,CD,0D,DB,
1453650371,00000103,false,Rx,0,8,02,00,02,00,00,00,0D,0D,
1453650569,00000122,false,Rx,0,8,D3,23,00,CA,1C,E2,0F,CB,
1453650831,00000110,false,Rx,0,8,00,00,00,7B,01,05,07,78,
1453651076,00000300,false,Rx,0,8,00,00,0D,8C,00,66,00,00,
1453651369,00000308,false,Rx,0,8,00,12,00,00,00,00,82,00,
1453651570,00000316,false,Rx,0,8,13,AD,01,2B,53,00,00,00,
1453651807,00000010,false,Rx,0,8,00,FF,61,30,00,00,06,A8,
1453652050,00000231,false,Rx,0,8,00,01,00,00,00,00,0F,0E,
1453652272,00000012,false,Rx,0,8,99,99,32,00,01,00,0B,38,
1453652526,00000320,false,Rx,0,8,20,00,00,00,F0,00,82,00,
1453652745,00000342,false,Rx,0,8,03,C2,99,99,7C,00,03,90,
1453652996,00000516,false,Rx,0,8,00,00,00,00,00,00,00,00,
1453653249,00000517,false,Rx,0,8,00,00,00,00,00,00,00,00,
1453660137,00000102,false,Rx,0,8,00,00,19,54,56,CD,0E,D8,
1453660371,00000103,false,Rx,0,8,02,00,02,00,00,00,0E,0E,
1453660569,00000122,false,Rx,0,8,D3,23,00,CA,1C,E2,00,C4,
1453662766,00000010,false,Rx,0,8,00,FF,61,30,00,00,07,A9,
1453662971,00000231,false,Rx,0,8,00,01,00,00,00,00,00,01,
1453663222,00000013,false,Rx,0,8,FF,01,09,00,00,00,00,00,
1453663470,00000517,false,Rx,0,8,00,00,00,00,00,00,00,00,
1453666887,00000400,false,Rx,0,8,00,0B,58,F0,00,01,00,A2,
1453667122,00000408,false,Rx,0,8,00,41,33,0A,FF,FF,0F,77,
1453667397,00000410,false,Rx,0,8,43,00,00,00,00,FF,0F,B3,
1453667671,00000411,false,Rx,0,8,32,60,00,00,00,00,00,00,
1453667947,00000022,false,Rx,0,8,FF,FF,FF,FF,00,00,0F,0F,
1453670140,00000102,false,Rx,0,8,00,00,19,54,56,CD,0F,D9,
1453670371,00000103,false,Rx,0,8,02,00,02,00,00,00,0F,0F,
1453670571,00000122,false,Rx,0,8,D3,23,00,CA,1C,E2,01,C5,
1453671048,00000110,false,Rx,0,8,00,00,00,7B,01,05,08,77,
1453671299,00000308,false,Rx,0,8,00,12,00,00,00,00,82,00,
1453671546,00000300,false,Rx,0,8,00,00,0D,8C,00,66,00,00,
1453671807,00000316,false,Rx,0,8,13,AD,01,2B,53,00,00,00,
