Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
11704161,00000410,false,Rx,0,8,33,00,AA,30,00,FF,08,5E,
11709161,00000411,false,Rx,0,8,32,60,00,00,00,00,00,00,
11714161,00000022,false,Rx,0,8,FF,FF,FF,FF,00,00,08,08,
11719161,00000231,false,Rx,0,8,00,01,00,00,00,00,02,03,
11724161,00000517,false,Rx,0,8,01,00,00,00,00,00,00,00,
11729161,00000102,false,Rx,0,8,00,00,19,50,51,CD,00,D5,
11734161,00000103,false,Rx,0,8,02,00,02,00,00,00,00,00,
11739161,00000122,false,Rx,0,8,D3,23,00,CA,1C,BB,02,9F,
11744161,00000010,false,Rx,0,8,00,FF,61,30,00,00,06,A8,
11749161,00000012,false,Rx,0,8,99,99,32,00,01,00,03,30,
11754161,00000231,false,Rx,0,8,00,01,00,00,00,00,04,05,
11759161,00000517,false,Rx,0,8,00,00,00,00,00,00,00,00,
11764161,00000102,false,Rx,0,8,00,00,19,50,51,CD,01,D4,
11769161,00000103,false,Rx,0,8,02,00,02,00,00,00,01,01,
11774161,00000122,false,Rx,0,8,D3,23,00,CA,1C,BB,03,9E,
11779161,00000110,false,Rx,0,8,00,00,00,7B,01,05,09,76,
11784161,00000300,false,Rx,0,8,00,00,0D,8C,00,66,00,00,
11789161,00000308,false,Rx,0,8,00,12,00,00,00,00,82,00,
11794161,00000316,false,Rx,0,8,13,AD,01,27,4E,00,00,00,
11799161,00000320,false,Rx,0,8,20,00,00,00,F0,00,82,00,
11804161,00000342,false,Rx,0,8,03,C2,99,99,94,00,03,90,
11809161,00000516,false,Rx,0,8,00,00,00,00,00,00,00,00,
11814161,00000010,false,Rx,0,8,00,FF,61,30,00,00,07,A9,
11819161,00000400,false,Rx,0,8,00,0B,56,F0,00,01,09,A5,
11824161,00000408,false,Rx,0,8,00,41,33,0A,FF,FF,09,71,
11829161,00000410,false,Rx,0,8,33,00,AA,30,00,FF,09,5F,
11834161,00000411,false,Rx,0,8,32,60,00,00,00,00,00,00,
11839161,00000022,false,Rx,0,8,FF,FF,FF,FF,00,00,09,09,
11844161,00000231,false,Rx,0,8,00,01,00,00,00,00,05,04,
11849161,00000517,false,Rx,0,8,01,00,00,00,00,00,00,00,
11854161,00000102,false,Rx,0,8,00,00,19,50,51,CD,02,D7,
11859161,00000103,false,Rx,0,8,02,00,02,00,00,00,02,02,
11864161,00000122,false,Rx,0,8,D3,23,00,CA,1C,BB,04,99,
11869161,00000010,false,Rx,0,8,00,FF,61,30,00,00,08,A6,
11874161,00000012,false,Rx,0,8,99,99,32,00,00,00,04,36,
11879161,00000013,false,Rx,0,8,FF,01,09,00,00,00,00,00,
11884161,00000332,false,Rx,0,8,01,00,00,00,00,00,08,09,
11889161,00000530,false,Rx,0,8,FF,FF,6A,53,64,04,49,00,
11894161,00000231,false,Rx,0,8,00,01,00,00,00,00,06,07,
11899161,00000517,false,Rx,0,8,01,00,00,00,00,00,00,00,
11904161,00000102,false,Rx,0,8,00,00,19,50,51,CD,03,D6,
11909161,00000103,false,Rx,0,8,02,00,02,00,00,00,03,03,
11914161,00000122,false,Rx,0,8,D3,23,00,CA,1C,BB,05,98,
11919161,00000110,false,Rx,0,8,00,00,00,7B,01,05,0A,75,
11924161,00000308,false,Rx,0,8,00,12,00,00,00,00,82,00,
11929161,00000300,false,Rx,0,8,00,00,0D,8C,00,66,00,00,
11934161,00000316,false,Rx,0,8,13,AD,01,27,4E,00,00,00,
11939161,00000320,false,Rx,0,8,20,00,00,00,F0,00,82,00,
11944161,00000342,false,Rx,0,8,03,C2,99,99,94,00,03,90,
11949161,00000516,false,Rx,0,8,00,00,00,00,00,00,00,00,
11954161,00000010,false,Rx,0,8,00,FF,61,30,00,00,09,A7,
11959161,00000400,false,Rx,0,8,00,0B,56,F0,00,01,0A,A6,
11964161,00000408,false,Rx,0,8,00,41,33,0A,FF,FF,0A,72,
11969161,00000410,false,Rx,0,8,33,00,AA,30,00,FF,0A,5C,
11974161,00000411,false,Rx,0,8,32,60,00,00,00,00,00,00,
11979161,00000022,false,Rx,0,8,FF,FF,FF,FF,00,00,0A,0A,
11984161,00000102,false,Rx,0,8,00,00,19,50,51,CD,04,D1,
11989161,00000103,false,Rx,0,8,02,00,02,00,00,00,04,04,
11994161,00000122,false,Rx,0,8,D3,23,00,CA,1C,BB,06,9B,
11999161,00000231,false,Rx,0,8,00,01,00,00,00,00,07,06,
12004161,00000517,false,Rx,0,8,00,00,00,00,00,00,00,00,
12009161,00000010,false,Rx,0,8,00,FF,61,30,00,00,0A,A4,
12014161,00000012,false,Rx,0,8,99,99,32,00,01,00,05,36,
12019161,00000102,false,Rx,0,8,00,00,19,50,51,CD,05,D0,
12024161,00000103,false,Rx,0,8,02,00,02,00,00,00,05,05,
12029161,00000122,false,Rx,0,8,D3,23,00,CA,1C,BB,07,9A,
12034161,00000110,false,Rx,0,8,00,00,00,7B,01,05,0B,74,
12039161,00000300,false,Rx,0,8,00,00,0D,8C,00,66,00,00,
12044161,00000308,false,Rx,0,8,00,12,00,00,00,00,82,00,
12049161,00000231,false,Rx,0,8,00,01,00,00,00,00,08,09,
12054161,00000316,false,Rx,0,8,13,AD,01,27,4E,00,00,00,
12059161,00000320,false,Rx,0,8,20,00,00,00,F0,00,82,00,
12064161,00000342,false,Rx,0,8,03,C2,99,99,94,00,03,90,
12069161,00000516,false,Rx,0,8,00,00,00,00,00,00,00,00,
12074161,00000517,false,Rx,0,8,00,00,00,00,00,00,00,00,
12079161,00000010,false,Rx,0,8,00,FF,61,30,00,00,0B,A5,
12084161,00000400,false,Rx,0,8,00,0B,56,F0,00,01,0C,A0,
12089161,00000408,false,Rx,0,8,00,41,33,0A,FF,FF,0C,74,
12094161,00000410,false,Rx,0,8,33,00,AA,30,00,FF,0B,5D,
12099161,00000411,false,Rx,0,8,32,60,00,00,00,00,00,00,
12104161,00000022,false,Rx,0,8,FF,FF,FF,FF,00,00,0B,0B,
12109161,00000102,false,Rx,0,8,00,00,19,50,51,CD,06,D3,
12114161,00000103,false,Rx,0,8,02,00,02,00,00,00,06,06,
12119161,00000122,false,Rx,0,8,D3,23,00,CA,1C,BB,08,95,
12124161,00000231,false,Rx,0,8,00,01,00,00,00,00,09,08,
12129161,00000517,false,Rx,0,8,01,00,00,00,00,00,00,00,
12134161,00000010,false,Rx,0,8,00,FF,61,30,00,00,0C,A2,
12139161,00000012,false,Rx,0,8,99,99,32,00,00,00,06,34,
12144161,00000102,false,Rx,0,8,00,00,19,50,51,CD,07,D2,
12149161,00000103,false,Rx,0,8,02,00,02,00,00,00,07,07,
12154161,00000122,false,Rx,0,8,D3,23,00,CA,1C,BB,09,94,
12159161,00000110,false,Rx,0,8,00,00,00,7B,01,05,0C,73,
12164161,00000308,false,Rx,0,8,00,12,00,00,00,00,82,00,
12169161,00000300,false,Rx,0,8,00,00,0D,8C,00,66,00,00,
12174161,00000316,false,Rx,0,8,13,AD,01,27,4E,00,00,00,
12179161,00000320,false,Rx,0,8,20,00,00,00,F0,00,82,00,
12184161,00000342,false,Rx,0,8,03,C2,99,99,94,00,03,90,
12189161,00000516,false,Rx,0,8,00,00,00,00,00,00,00,00,
12194161,00000231,false,Rx,0,8,00,01,00,00,00,00,0A,0B,
12199161,00000517,false,Rx,0,8,01,00,00,00,00,00,00,00,
12204161,00000400,false,Rx,0,8,00,0B,56,F0,00,01,0C,A0,
12209161,00000408,false,Rx,0,8,00,41,33,0A,FF,FF,0C,74,
12214161,00000410,false,Rx,0,8,33,00,AA,31,00,FF,0C,5B,
12219161,00000010,false,Rx,0,8,00,FF,61,30,00,00,0D,A3,
12224161,00000411,false,Rx,0,8,32,60,00,00,00,00,00,00,
12229161,00000013,false,Rx,0,8,FF,01,09,00,00,00,00,00,
12234161,00000022,false,Rx,0,8,FF,FF,FF,FF,00,00,0C,0C,
12239161,00000102,false,Rx,0,8,00,00,19,50,51,CD,08,DD,
12244161,00000103,false,Rx,0,8,02,00,02,00,00,00,08,08,
12249161,00000122,false,Rx,0,8,D3,23,00,CA,1C,BB,0A,97,
12254161,00000231,false,Rx,0,8,00,01,00,00,00,00,0C,0D,
12259161,00000517,false,Rx,0,8,00,00,00,00,00,00,00,00,
12264161,00000010,false,Rx,0,8,00,FF,61,30,00,00,0E,A0,
12269161,00000012,false,Rx,0,8,99,99,32,00,01,00,07,34,
12274161,00000102,false,Rx,0,8,00,00,19,50,51,CD,09,DC,
12279161,00000103,false,Rx,0,8,02,00,02,00,00,00,09,09,
12284161,00000122,false,Rx,0,8,D3,23,00,CA,1C,BB,0B,96,
12289161,00000110,false,Rx,0,8,00,00,00,7B,01,05,0D,72,
12294161,00000300,false,Rx,0,8,00,00,0D,8C,00,66,00,00,
12299161,00000308,false,Rx,0,8,00,12,00,00,00,00,82,00,
12304161,00000316,false,Rx,0,8,13,AD,01,27,4E,00,00,00,
12309161,00000320,false,Rx,0,8,20,00,00,00,F0,00,82,00,
12314161,00000342,false,Rx,0,8,03,C2,99,99,94,00,03,90,
12319161,00000516,false,Rx,0,8,00,00,00,00,00,00,00,00,
12324161,00000231,false,Rx,0,8,00,01,00,00,00,00,0C,0D,
12329161,00000517,false,Rx,0,8,00,00,00,00,00,00,00,00,
12334161,00000400,false,Rx,0,8,00,0B,56,F0,00,01,0E,A2,
12339161,00000408,false,Rx,0,8,00,41,33,0A,FF,FF,0E,76,
12344161,00000410,false,Rx,0,8,33,00,AA,31,00,FF,0D,5A,
12349161,00000411,false,Rx,0,8,32,60,00,00,00,00,00,00,
12354161,00000022,false,Rx,0,8,FF,FF,FF,FF,00,00,0D,0D,
12359161,00000102,false,Rx,0,8,00,00,19,50,51,CD,0A,DF,
12364161,00000010,false,Rx,0,8,00,FF,61,30,00,00,0F,A1,
12369161,00000103,false,Rx,0,8,02,00,02,00,00,00,0A,0A,
12374161,00000122,false,Rx,0,8,D3,23,00,CA,1C,BB,0C,91,
12379161,00000231,false,Rx,0,8,00,01,00,00,00,00,0E,0F,
12384161,00000517,false,Rx,0,8,01,00,00,00,00,00,00,00,
12389161,00000102,false,Rx,0,8,00,00,19,50,51,CD,0B,DE,
12394161,00000103,false,Rx,0,8,02,00,02,00,00,00,0B,0B,
12399161,00000122,false,Rx,0,8,D3,23,00,CA,1C,BB,0D,90,
12404161,00000110,false,Rx,0,8,00,00,00,7B,01,05,0E,71,
12409161,00000010,false,Rx,0,8,00,FF,61,30,00,00,00,AE,
12414161,00000300,false,Rx,0,8,00,00,0D,8C,00,66,00,00,
12419161,00000012,false,Rx,0,8,99,99,32,00,00,00,08,3A,
12424161,00000308,false,Rx,0,8,00,12,00,00,00,00,82,00,
12429161,00000316,false,Rx,0,8,13,AD,01,27,4E,00,00,00,
12434161,00000320,false,Rx,0,8,20,00,00,00,F0,00,82,00,
12439161,00000342,false,Rx,0,8,03,C2,99,99,94,00,03,90,
12444161,00000516,false,Rx,0,8,00,00,00,00,00,00,00,00,
12449161,00000231,false,Rx,0,8,00,01,00,00,00,00,0F,0E,
12454161,00000517,false,Rx,0,8,00,00,00,00,00,00,00,00,
12459161,00000400,false,Rx,0,8,00,0B,56,F0,00,01,0F,A3,
12464161,00000408,false,Rx,0,8,00,41,33,0A,FF,FF,0F,77,
12469161,00000102,false,Rx,0,8,00,00,19,50,51,CD,0C,D9,
12474161,00000103,false,Rx,0,8,02,00,02,00,00,00,0C,0C,
12479161,00000122,false,Rx,0,8,D3,23,00,CA,1C,BB,0E,93,
12484161,00000410,false,Rx,0,8,33,00,AA,31,00,FF,0E,59,
12489161,00000411,false,Rx,0,8,32,60,00,00,00,00,00,00,
12494161,00000022,false,Rx,0,8,FF,FF,FF,FF,00,00,0E,0E,
12499161,00000010,false,Rx,0,8,00,FF,61,30,00,00,01,AF,
12504161,00000231,false,Rx,0,8,00,01,00,00,00,00,00,01,
12509161,00000517,false,Rx,0,8,00,00,00,00,00,00,00,00,
12514161,00000332,false,Rx,0,8,01,00,00,00,00,00,09,08,
12519161,00000530,false,Rx,0,8,FF,FF,6A,53,64,04,49,00,
12524161,00000102,false,Rx,0,8,00,00,19,50,51,CD,0D,D8,
12529161,00000103,false,Rx,0,8,02,00,02,00,00,00,0D,0D,
12534161,00000122,false,Rx,0,8,D3,23,00,CA,1C,BB,0F,92,
12539161,00000110,false,Rx,0,8,00,00,00,7B,01,05,0F,70,
12544161,00000300,false,Rx,0,8,00,00,0D,8C,00,66,00,00,
12549161,00000308,false,Rx,0,8,00,12,00,00,00,00,82,00,
12554161,00000316,false,Rx,0,8,13,AD,01,27,4E,00,00,00,
12559161,00000320,false,Rx,0,8,20,00,00,00,F0,00,82,00,
12564161,00000342,false,Rx,0,8,03,C2,99,99,94,00,03,90,
12569161,00000516,false,Rx,0,8,00,00,00,00,00,00,00,00,
12574161,00000010,false,Rx,0,8,00,FF,61,30,00,00,02,AC,
12579161,00000012,false,Rx,0,8,99,99,32,00,01,00,09,3A,
12584161,00000013,false,Rx,0,8,FF,01,09,00,00,00,00,00,
12589161,00000231,false,Rx,0,8,00,01,00,00,00,00,01,00,
12594161,00000517,false,Rx,0,8,01,00,00,00,00,00,00,00,
12599161,00000102,false,Rx,0,8,00,00,19,50,51,CD,0E,DB,
12604161,00000103,false,Rx,0,8,02,00,02,00,00,00,0E,0E,
12609161,00000122,false,Rx,0,8,D3,23,00,CA,1C,BB,00,9D,
12614161,00000400,false,Rx,0,8,00,0B,56,F0,00,01,00,AC,
12619161,00000408,false,Rx,0,8,00,41,33,0A,FF,FF,00,78,
12624161,00000410,false,Rx,0,8,33,00,AA,31,00,FF,0F,58,
12629161,00000411,false,Rx,0,8,32,60,00,00,00,00,00,00,
12634161,00000022,false,Rx,0,8,FF,FF,FF,FF,00,00,0F,0F,
12639161,00000010,false,Rx,0,8,00,FF,61,30,00,00,03,AD,
12644161,00000102,false,Rx,0,8,00,00,19,50,51,CD,0F,DA,
12649161,00000103,false,Rx,0,8,02,00,02,00,00,00,0F,0F,
12654161,00000122,false,Rx,0,8,D3,23,00,CA,1C,BB,01,9C,
12659161,00000231,false,Rx,0,8,00,01,00,00,00,00,02,03,
12664161,00000110,false,Rx,0,8,00,00,00,7B,01,05,00,7F,
12669161,00000300,false,Rx,0,8,00,00,0D,8C,00,66,00,00,
12674161,00000308,false,Rx,0,8,00,12,00,00,00,00,82,00,
12679161,00000316,false,Rx,0,8,13,AD,01,27,4E,00,00,00,
12684161,00000320,false,Rx,0,8,20,00,00,00,F0,00,82,00,
12689161,00000342,false,Rx,0,8,03,C2,99,99,94,00,03,90,
12694161,00000516,false,Rx,0,8,00,00,00,00,00,00,00,00,
12699161,00000517,false,Rx,0,8,01,00,00,00,00,00,00,00,
12704161,00000010,false,Rx,0,8,00,FF,61,30,00,00,04,AA,
12709161,00000012,false,Rx,0,8,99,99,32,00,00,00,0A,38,
12714161,00000102,false,Rx,0,8,00,00,19,50,51,CD,00,D5,
12719161,00000103,false,Rx,0,8,02,00,02,00,00,00,00,00,
12724161,00000122,false,Rx,0,8,D3,23,00,CA,1C,BB,02,9F,
12729161,00000231,false,Rx,0,8,00,01,00,00,00,00,03,02,
12734161,00000400,false,Rx,0,8,00,0B,56,F0,00,01,01,AD,
12739161,00000408,false,Rx,0,8,00,41,33,0A,FF,FF,01,79,
12744161,00000410,false,Rx,0,8,33,00,C4,00,00,FF,00,08,
12749161,00000411,false,Rx,0,8,32,60,00,00,00,00,00,00,
12754161,00000022,false,Rx,0,8,FF,FF,FF,FF,00,00,00,00,
12759161,00000517,false,Rx,0,8,00,00,00,00,00,00,00,00,
12764161,00000010,false,Rx,0,8,00,FF,61,30,00,00,05,AB,
12769161,00000102,false,Rx,0,8,00,00,19,50,51,CD,01,D4,
12774161,00000103,false,Rx,0,8,02,00,02,00,00,00,01,01,
12779161,00000122,false,Rx,0,8,D3,23,00,CA,1C,BB,03,9E,
12784161,00000110,false,Rx,0,8,00,00,00,7B,01,05,01,7E,
12789161,00000300,false,Rx,0,8,00,00,0D,8C,00,66,00,00,
12794161,00000308,false,Rx,0,8,00,12,00,00,00,00,82,00,
12799161,00000316,false,Rx,0,8,13,AD,01,27,4E,00,00,00,
12804161,00000320,false,Rx,0,8,20,00,00,00,F0,00,82,00,
12809161,00000342,false,Rx,0,8,03,C2,99,99,94,00,03,90,
12814161,00000516,false,Rx,0,8,00,00,00,00,00,00,00,00,
12819161,00000231,false,Rx,0,8,00,01,00,00,00,00,04,05,
12824161,00000517,false,Rx,0,8,00,00,00,00,00,00,00,00,
12829161,00000010,false,Rx,0,8,00,FF,61,30,00,00,06,A8,
12834161,00000012,false,Rx,0,8,99,99,32,00,01,00,0B,38,
12839161,00000102,false,Rx,0,8,00,00,19,50,51,CD,02,D7,
12844161,00000103,false,Rx,0,8,02,00,02,00,00,00,02,02,
12849161,00000122,false,Rx,0,8,D3,23,00,CA,1C,BB,04,99,
12854161,00000400,false,Rx,0,8,00,0B,56,F0,00,01,02,AE,
12859161,00000408,false,Rx,0,8,00,41,33,0A,FF,FF,02,7A,
12864161,00000410,false,Rx,0,8,33,00,C4,00,00,FF,01,09,
12869161,00000411,false,Rx,0,8,32,60,00,00,00,00,00,00,
12874161,00000022,false,Rx,0,8,FF,FF,FF,FF,00,00,01,01,
12879161,00000231,false,Rx,0,8,00,01,00,00,00,00,06,07,
12884161,00000517,false,Rx,0,8,01,00,00,00,00,00,00,00,
12889161,00000010,false,Rx,0,8,00,FF,61,30,00,00,07,A9,
12894161,00000013,false,Rx,0,8,FF,01,09,00,00,00,00,00,
12899161,00000102,false,Rx,0,8,00,00,19,50,51,CD,03,D6,
12904161,00000103,false,Rx,0,8,02,00,02,00,00,00,03,03,
12909161,00000122,false,Rx,0,8,D3,23,00,CA,1C,BB,05,98,
12914161,00000110,false,Rx,0,8,00,00,00,7B,01,05,02,7D,
12919161,00000308,false,Rx,0,8,00,12,00,00,00,00,82,00,
12924161,00000300,false,Rx,0,8,00,00,0D,8C,00,66,00,00,
12929161,00000316,false,Rx,0,8,13,AD,01,27,4E,00,00,00,
12934161,00000320,false,Rx,0,8,20,00,00,00,F0,00,82,00,
12939161,00000342,false,Rx,0,8,03,C2,99,99,94,00,03,90,
12944161,00000516,false,Rx,0,8,00,00,00,00,00,00,00,00,
12949161,00000231,false,Rx,0,8,00,01,00,00,00,00,06,07,
12954161,00000517,false,Rx,0,8,01,00,00,00,00,00,00,00,
12959161,00000010,false,Rx,0,8,00,FF,61,30,00,00,08,A6,
12964161,00000012,false,Rx,0,8,99,99,32,00,00,00,0C,3E,
12969161,00000102,false,Rx,0,8,00,00,19,50,51,CD,04,D1,
12974161,00000103,false,Rx,0,8,02,00,02,00,00,00,04,04,
12979161,00000122,false,Rx,0,8,D3,23,00,CA,1C,BB,06,9B,
12984161,00000400,false,Rx,0,8,00,0B,56,F0,00,01,03,AF,
12989161,00000408,false,Rx,0,8,00,41,33,0A,FF,FF,03,7B,
12994161,00000410,false,Rx,0,8,33,00,C4,00,00,FF,03,0B,
12999161,00000411,false,Rx,0,8,32,60,00,00,00,00,00,00,
13004161,00000022,false,Rx,0,8,FF,FF,FF,FF,00,00,03,03,
13009161,00000231,false,Rx,0,8,00,01,00,00,00,00,08,09,
13014161,00000517,false,Rx,0,8,00,00,00,00,00,00,00,00,
13019161,00000010,false,Rx,0,8,00,FF,61,30,00,00,09,A7,
13024161,00000102,false,Rx,0,8,00,00,19,50,51,CD,05,D0,
13029161,00000103,false,Rx,0,8,02,00,02,00,00,00,05,05,
13034161,00000122,false,Rx,0,8,D3,23,00,CA,1C,BB,07,9A,
13039161,00000110,false,Rx,0,8,00,00,00,7B,01,05,03,7C,
13044161,00000300,false,Rx,0,8,00,00,0D,8C,00,66,00,00,
13049161,00000308,false,Rx,0,8,00,12,00,00,00,00,82,00,
13054161,00000316,false,Rx,0,8,13,AD,01,27,4E,00,00,00,
13059161,00000320,false,Rx,0,8,20,00,00,00,F0,00,82,00,
13064161,00000342,false,Rx,0,8,03,C2,99,99,94,00,03,90,
13069161,00000516,false,Rx,0,8,00,00,00,00,00,00,00,00,
13074161,00000231,false,Rx,0,8,00,01,00,00,00,00,09,08,
13079161,00000517,false,Rx,0,8,00,00,00,00,00,00,00,00,
13084161,00000102,false,Rx,0,8,00,00,19,50,51,CD,06,D3,
13089161,00000103,false,Rx,0,8,02,00,02,00,00,00,06,06,
13094161,00000122,false,Rx,0,8,D3,23,00,CA,1C,BB,08,95,
13099161,00000010,false,Rx,0,8,00,FF,61,30,00,00,0A,A4,
13104161,00000012,false,Rx,0,8,99,99,32,00,01,00,0D,3E,
13109161,00000400,false,Rx,0,8,00,0B,56,F0,00,01,04,A8,
13114161,00000408,false,Rx,0,8,00,41,33,0A,FF,FF,04,7C,
13119161,00000410,false,Rx,0,8,33,00,AA,30,00,FF,04,52,
13124161,00000411,false,Rx,0,8,32,60,00,00,00,00,00,00,
13129161,00000022,false,Rx,0,8,FF,FF,FF,FF,00,00,04,04,
13134161,00000231,false,Rx,0,8,00,00,00,00,00,00,0A,0A,
13139161,00000517,false,Rx,0,8,01,00,00,00,00,00,00,00,
13144161,00000102,false,Rx,0,8,00,00,19,50,51,CD,07,D2,
13149161,00000103,false,Rx,0,8,02,00,02,00,00,00,07,07,
13154161,00000122,false,Rx,0,8,D3,23,00,CA,1C,BB,09,94,
13159161,00000332,false,Rx,0,8,01,00,00,00,00,00,0A,0B,
13164161,00000110,false,Rx,0,8,00,00,00,7B,01,05,04,7B,
13169161,00000300,false,Rx,0,8,00,00,0D,8C,00,66,00,00,
13174161,00000308,false,Rx,0,8,00,12,00,00,00,00,82,00,
13179161,00000316,false,Rx,0,8,13,AD,01,27,4E,00,00,00,
13184161,00000320,false,Rx,0,8,20,00,00,00,F0,00,82,00,
13189161,00000010,false,Rx,0,8,00,FF,61,30,00,00,0B,A5,
13194161,00000342,false,Rx,0,8,03,C2,99,99,94,00,03,90,
13199161,00000516,false,Rx,0,8,00,00,00,00,00,00,00,00,
13204161,00000530,false,Rx,0,8,FF,FF,6A,53,64,04,49,00,
13209161,00000231,false,Rx,0,8,00,00,00,00,00,00,0B,0B,
13214161,00000517,false,Rx,0,8,00,00,00,00,00,00,00,00,
13219161,00000102,false,Rx,0,8,00,00,19,50,51,CD,08,DD,
13224161,00000103,false,Rx,0,8,02,00,02,00,00,00,08,08,
13229161,00000122,false,Rx,0,8,D3,23,00,CA,1C,BB,0A,97,
13234161,00000010,false,Rx,0,8,00,FF,61,30,00,00,0C,A2,
13239161,00000012,false,Rx,0,8,99,99,32,00,00,00,0E,3C,
13244161,00000013,false,Rx,0,8,FF,01,09,00,00,00,00,00,
13249161,00000400,false,Rx,0,8,00,0B,56,F0,00,01,05,A9,
13254161,00000408,false,Rx,0,8,00,41,33,0A,FF,FF,05,7D,
13259161,00000410,false,Rx,0,8,33,00,AA,30,00,FF,05,53,
13264161,00000411,false,Rx,0,8,32,60,00,00,00,00,00,00,
13269161,00000022,false,Rx,0,8,FF,FF,FF,FF,00,00,05,05,
13274161,00000231,false,Rx,0,8,00,00,00,00,00,00,0C,0C,
13279161,00000517,false,Rx,0,8,00,00,00,00,00,00,00,00,
13284161,00000102,false,Rx,0,8,00,00,19,50,51,CD,09,DC,
13289161,00000103,false,Rx,0,8,02,00,02,00,00,00,09,09,
13294161,00000122,false,Rx,0,8,D3,23,00,CA,1C,BB,0B,96,
13299161,00000110,false,Rx,0,8,00,00,00,7B,01,05,05,7A,
13304161,00000300,false,Rx,0,8,00,00,0D,8C,00,66,00,00,
13309161,00000308,false,Rx,0,8,00,12,00,00,00,00,82,00,
13314161,00000316,false,Rx,0,8,13,AD,01,27,4E,00,00,00,
13319161,00000320,false,Rx,0,8,20,00,00,00,F0,00,82,00,
13324161,00000342,false,Rx,0,8,03,C2,99,99,94,00,03,90,
13329161,00000516,false,Rx,0,8,00,00,00,00,00,00,00,00,
13334161,00000010,false,Rx,0,8,00,FF,61,30,00,00,0D,A3,
13339161,00000102,false,Rx,0,8,00,00,19,50,51,CD,0A,DF,
13344161,00000103,false,Rx,0,8,02,00,02,00,00,00,0A,0A,
13349161,00000122,false,Rx,0,8,D3,23,00,CA,1C,BB,0C,91,
13354161,00000231,false,Rx,0,8,00,00,00,00,00,00,0D,0D,
13359161,00000517,false,Rx,0,8,01,00,00,00,00,00,00,00,
13364161,00000010,false,Rx,0,8,00,FF,61,30,00,00,0E,A0,
13369161,00000012,false,Rx,0,8,99,99,32,00,01,00,0F,3C,
13374161,00000400,false,Rx,0,8,00,0B,56,F0,00,01,06,AA,
13379161,00000408,false,Rx,0,8,00,41,33,0A,FF,FF,06,7E,
13384161,00000410,false,Rx,0,8,33,00,AA,30,00,FF,06,50,
13389161,00000411,false,Rx,0,8,32,60,00,00,00,00,00,00,
13394161,00000022,false,Rx,0,8,FF,FF,FF,FF,00,00,06,06,
13399161,00000102,false,Rx,0,8,00,00,19,50,51,CD,0B,DE,
13404161,00000103,false,Rx,0,8,02,00,02,00,00,00,0B,0B,
13409161,00000122,false,Rx,0,8,D3,23,00,CA,1C,BB,0D,90,
13414161,00000110,false,Rx,0,8,00,00,00,7B,01,05,06,79,
13419161,00000308,false,Rx,0,8,00,12,00,00,00,00,82,00,
13424161,00000300,false,Rx,0,8,00,00,0D,8C,00,66,00,00,
13429161,00000231,false,Rx,0,8,00,00,00,00,00,00,0E,0E,
13434161,00000316,false,Rx,0,8,13,AD,01,27,4E,00,00,00,
13439161,00000320,false,Rx,0,8,20,00,00,00,F0,00,82,00,
13444161,00000342,false,Rx,0,8,03,C2,99,99,94,00,03,90,
13449161,00000516,false,Rx,0,8,00,00,00,00,00,00,00,00,
13454161,00000517,false,Rx,0,8,01,00,00,00,00,00,00,00,
13459161,00000010,false,Rx,0,8,00,FF,61,30,00,00,0F,A1,
13464161,00000102,false,Rx,0,8,00,00,19,50,51,CD,0C,D9,
13469161,00000103,false,Rx,0,8,02,00,02,00,00,00,0C,0C,
13474161,00000122,false,Rx,0,8,D3,23,00,CA,1C,BB,0E,93,
13479161,00000231,false,Rx,0,8,00,00,00,00,00,00,0F,0F,
13484161,00000517,false,Rx,0,8,00,00,00,00,00,00,00,00,
13489161,00000010,false,Rx,0,8,00,FF,61,30,00,00,00,AE,
13494161,00000012,false,Rx,0,8,99,99,32,00,00,00,00,32,
13499161,00000400,false,Rx,0,8,00,0B,56,F0,00,01,07,AB,
13504161,00000408,false,Rx,0,8,00,41,33,0A,FF,FF,07,7F,
13509161,00000410,false,Rx,0,8,33,00,AA,30,00,FF,07,51,
13514161,00000411,false,Rx,0,8,32,60,00,00,00,00,00,00,
13519161,00000022,false,Rx,0,8,FF,FF,FF,FF,00,00,07,07,
13524161,00000102,false,Rx,0,8,00,00,19,50,51,CD,0D,D8,
13529161,00000103,false,Rx,0,8,02,00,02,00,00,00,0D,0D,
13534161,00000122,false,Rx,0,8,D3,23,00,CA,1C,BB,0F,92,
13539161,00000110,false,Rx,0,8,00,00,00,7B,01,05,07,78,
13544161,00000300,false,Rx,0,8,00,00,0D,8C,00,66,00,00,
13549161,00000308,false,Rx,0,8,00,12,00,00,00,00,82,00,
13554161,00000316,false,Rx,0,8,13,AD,01,27,4E,00,00,00,
13559161,00000320,false,Rx,0,8,20,00,00,00,F0,00,82,00,
13564161,00000342,false,Rx,0,8,03,C2,99,99,94,00,03,90,
13569161,00000516,false,Rx,0,8,00,00,00,00,00,00,00,00,
13574161,00000231,false,Rx,0,8,00,00,00,00,00,00,00,00,
13579161,00000517,false,Rx,0,8,00,00,00,00,00,00,00,00,
13584161,00000010,false,Rx,0,8,00,FF,61,30,00,00,01,AF,
13589161,00000013,false,Rx,0,8,FF,01,09,00,00,00,00,00,
